## HISTOGRAM	java.lang.Integer
coverage	high_quality_coverage_count
0	213799482
1	88220701
2	136904215
3	182286866
4	215968202
5	234800265
6	239310950
7	231322696
8	214233335
9	190551300
10	163343851
11	135285101
12	108463948
13	84310757
14	63590678
15	46591644
16	33219656
17	23127245
18	15718510
19	10476799
20	6855723
21	4433181
22	2846760
23	1828617
24	1177834
25	774556
26	522230
27	361524
28	262613
29	201759
30	162782
31	135964
32	117212
33	103162
34	91476
35	81817
36	74229
37	68212
38	62218
39	57781
40	52851
41	48888
42	44992
43	41184
44	38047
45	35585
46	33125
47	30760
48	28729
49	26166
50	24150
51	23023
52	21264
53	20154
54	18953
55	17936
56	16982
57	16002
58	14852
59	14155
60	13124
61	12509
62	11954
63	11248
64	10609
65	10169
66	9739
67	9063
68	8560
69	8124
70	7793
71	7496
72	7147
73	6703
74	6236
75	5990
76	5777
77	5553
78	5370
79	4952
80	4895
81	4883
82	4484
83	4386
84	4329
85	4197
86	4072
87	3954
88	3629
89	3579
90	3420
91	3437
92	3177
93	3065
94	2858
95	2809
96	2720
97	2651
98	2664
99	2681
100	2614
101	2466
102	2344
103	2273
104	2294
105	2233
106	2093
107	1962
108	1910
109	1889
110	1800
111	1808
112	1744
113	1785
114	1779
115	1612
116	1586
117	1554
118	1441
119	1486
120	1418
121	1357
122	1369
123	1319
124	1332
125	1325
126	1266
127	1275
128	1180
129	1182
130	1164
131	1150
132	1195
133	1118
134	1137
135	1108
136	1072
137	1112
138	1003
139	1026
140	981
141	938
142	1012
143	1001
144	906
145	914
146	853
147	814
148	835
149	828
150	785
151	847
152	772
153	745
154	726
155	734
156	712
157	754
158	731
159	717
160	727
161	720
162	672
163	722
164	749
165	660
166	652
167	654
168	657
169	650
170	633
171	592
172	574
173	620
174	536
175	573
176	587
177	572
178	608
179	560
180	530
181	550
182	552
183	524
184	544
185	492
186	484
187	489
188	488
189	497
190	499
191	519
192	504
193	524
194	457
195	549
196	499
197	492
198	507
199	501
200	505
201	508
202	508
203	514
204	464
205	488
206	460
207	457
208	462
209	437
210	429
211	444
212	462
213	426
214	410
215	366
216	394
217	402
218	367
219	343
220	396
221	386
222	387
223	418
224	426
225	450
226	410
227	468
228	488
229	478
230	478
231	460
232	465
233	460
234	448
235	458
236	471
237	473
238	449
239	460
240	477
241	480
242	486
243	485
244	482
245	507
246	545
247	513
248	492
249	504
250	104794

