## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
2	324
3	321
4	307
5	323
6	343
7	325
8	330
9	348
10	345
11	346
12	358
13	354
14	339
15	372
16	425
17	469
18	574
19	1808
20	2199
21	2536
22	1196
23	962
24	861
25	984
26	784
27	835
28	837
29	767
30	809
31	907
32	847
33	764
34	851
35	788
36	819
37	903
38	806
39	814
40	896
41	865
42	897
43	946
44	931
45	1092
46	1264
47	1303
48	1318
49	1382
50	1362
51	1370
52	1358
53	1409
54	1443
55	1403
56	1428
57	1515
58	1454
59	1564
60	1599
61	1647
62	1662
63	1668
64	1715
65	1612
66	1691
67	1695
68	1816
69	1751
70	1811
71	1876
72	1803
73	1963
74	1913
75	2072
76	2515
77	2617
78	2678
79	2634
80	2720
81	2782
82	2799
83	2889
84	2989
85	3144
86	3106
87	3037
88	3253
89	3371
90	3385
91	3329
92	3523
93	3497
94	3426
95	3440
96	3546
97	3617
98	3787
99	3762
100	3795
101	3932
102	3832
103	4022
104	4070
105	4067
106	4205
107	4136
108	4419
109	4690
110	4818
111	4768
112	4866
113	5000
114	4860
115	4780
116	4863
117	4949
118	5153
119	5127
120	5151
121	5308
122	5403
123	5332
124	5384
125	5598
126	5467
127	5673
128	5579
129	5759
130	5925
131	6027
132	6140
133	6207
134	6308
135	6400
136	6570
137	6567
138	6770
139	6608
140	6915
141	7063
142	6801
143	7022
144	7456
145	7647
146	7770
147	8014
148	8375
149	8187
150	8456
151	8526
152	8349
153	8741
154	8565
155	8669
156	8873
157	9091
158	9268
159	9361
160	9484
161	9774
162	9892
163	9766
164	10060
165	10219
166	10442
167	10504
168	10798
169	11128
170	11122
171	11403
172	11490
173	11711
174	11962
175	12195
176	12456
177	12583
178	12775
179	12903
180	13470
181	13566
182	13820
183	14033
184	14456
185	14701
186	15207
187	15781
188	15907
189	16303
190	16592
191	17000
192	17061
193	17697
194	17825
195	17880
196	18404
197	18797
198	19070
199	19919
200	19957
201	20314
202	20910
203	21198
204	21551
205	22094
206	22564
207	23269
208	23558
209	24111
210	24508
211	25364
212	25710
213	26268
214	26762
215	27495
216	28065
217	28421
218	29103
219	30077
220	30505
221	31350
222	31675
223	32797
224	33233
225	34099
226	34859
227	35815
228	36585
229	37021
230	38234
231	38987
232	39851
233	40593
234	41446
235	42648
236	43523
237	44803
238	45458
239	47046
240	47912
241	48876
242	50209
243	51100
244	52324
245	53287
246	54708
247	55889
248	56854
249	58673
250	59777
251	61076
252	62507
253	63680
254	65027
255	66455
256	67983
257	69368
258	70877
259	72873
260	74566
261	76336
262	78017
263	79690
264	81070
265	83338
266	84528
267	86781
268	88655
269	90714
270	91624
271	94882
272	97140
273	99185
274	101110
275	102815
276	104429
277	106483
278	108774
279	111335
280	113076
281	116042
282	118279
283	120959
284	122819
285	125479
286	128205
287	130118
288	133634
289	135257
290	137556
291	140153
292	144204
293	145807
294	149153
295	151116
296	154020
297	156610
298	159966
299	164240
300	166330
301	168478
302	171901
303	175298
304	176996
305	180359
306	183273
307	185202
308	187734
309	191163
310	193305
311	196464
312	199430
313	202202
314	205830
315	208410
316	211285
317	213549
318	216062
319	218887
320	221976
321	225463
322	227840
323	230346
324	233365
325	235874
326	238600
327	241378
328	244016
329	246340
330	247885
331	250993
332	253644
333	256163
334	259310
335	261687
336	263269
337	265680
338	268142
339	269502
340	271304
341	273999
342	275795
343	278076
344	279767
345	282860
346	284345
347	286364
348	286829
349	288361
350	290127
351	291451
352	293011
353	295456
354	296612
355	297239
356	299253
357	300123
358	300823
359	301708
360	303166
361	303810
362	304623
363	306199
364	307119
365	307642
366	307596
367	309160
368	308638
369	309430
370	309861
371	309322
372	311110
373	311266
374	310258
375	312054
376	311981
377	310478
378	312249
379	311212
380	310308
381	310665
382	309404
383	308821
384	309443
385	309074
386	308657
387	308596
388	307804
389	307360
390	305874
391	305838
392	305015
393	302825
394	302459
395	303426
396	301053
397	299794
398	299923
399	298070
400	297323
401	296176
402	295400
403	293494
404	293936
405	291157
406	290278
407	288619
408	288127
409	285836
410	285990
411	284594
412	282169
413	280163
414	279856
415	277106
416	274901
417	275492
418	272615
419	271235
420	270678
421	268490
422	265973
423	264480
424	262796
425	261260
426	259859
427	257835
428	256716
429	256002
430	254370
431	252440
432	249966
433	248260
434	247111
435	244596
436	243134
437	241385
438	239990
439	238237
440	235800
441	234958
442	232806
443	230801
444	229272
445	226440
446	225257
447	224389
448	221874
449	219636
450	218008
451	216516
452	213956
453	213097
454	210939
455	209635
456	207656
457	205374
458	204016
459	201672
460	200334
461	198390
462	196728
463	195644
464	193572
465	191004
466	189163
467	188339
468	185885
469	184276
470	183188
471	181123
472	179449
473	177132
474	175102
475	173674
476	171216
477	170643
478	168407
479	167077
480	165883
481	164071
482	161762
483	160515
484	159225
485	156677
486	155156
487	154124
488	151798
489	150085
490	148680
491	147005
492	144848
493	143079
494	142331
495	141138
496	138673
497	137474
498	135768
499	134372
500	132720
501	130876
502	129022
503	127374
504	125126
505	124116
506	122740
507	120696
508	119672
509	118267
510	116538
511	114943
512	113941
513	112640
514	112030
515	109635
516	108289
517	107140
518	105610
519	105401
520	103739
521	102225
522	101026
523	99957
524	98174
525	97633
526	95651
527	95236
528	93580
529	92122
530	90561
531	89233
532	88405
533	87041
534	85814
535	85014
536	83346
537	81971
538	80909
539	79930
540	78820
541	77481
542	76309
543	75968
544	74725
545	73304
546	72097
547	71818
548	70591
549	69382
550	67388
551	67630
552	65988
553	65118
554	64406
555	63265
556	62968
557	61219
558	60504
559	59752
560	58384
561	57322
562	56715
563	55813
564	54990
565	53985
566	52961
567	51575
568	50748
569	50424
570	49551
571	48555
572	47862
573	47378
574	46526
575	45696
576	45010
577	44257
578	43295
579	42663
580	42333
581	41319
582	40955
583	40185
584	39181
585	38670
586	38124
587	37497
588	36574
589	36072
590	35661
591	34550
592	34293
593	33466
594	33357
595	32849
596	31643
597	31699
598	30814
599	29960
600	29552
601	29243
602	28541
603	28230
604	27819
605	27390
606	26783
607	26236
608	25761
609	25103
610	24862
611	24483
612	23952
613	23499
614	22987
615	22421
616	21882
617	21802
618	21230
619	20646
620	20466
621	20301
622	19562
623	19550
624	18976
625	18985
626	18322
627	17944
628	17929
629	17571
630	17209
631	17046
632	16544
633	16422
634	16020
635	15854
636	15434
637	15082
638	14783
639	14708
640	14226
641	13978
642	13930
643	13545
644	13365
645	13022
646	13076
647	12906
648	12386
649	12234
650	12083
651	11791
652	11580
653	11517
654	11151
655	10889
656	10912
657	10563
658	10458
659	10069
660	9996
661	9650
662	9549
663	9519
664	9343
665	8976
666	8888
667	8708
668	8575
669	8345
670	8298
671	8135
672	7863
673	7868
674	7622
675	7513
676	7576
677	7347
678	7169
679	7117
680	6974
681	6917
682	6626
683	6450
684	6485
685	6419
686	6186
687	6044
688	6061
689	5731
690	5815
691	5610
692	5691
693	5393
694	5405
695	5039
696	5007
697	5097
698	5003
699	4985
700	4810
701	4802
702	4622
703	4710
704	4448
705	4508
706	4318
707	4394
708	4252
709	4028
710	4084
711	3939
712	3925
713	3881
714	3877
715	3755
716	3779
717	3689
718	3765
719	3462
720	3364
721	3417
722	3419
723	3257
724	3267
725	3220
726	3122
727	2984
728	2972
729	2915
730	2932
731	2890
732	2815
733	2796
734	2728
735	2780
736	2648
737	2657
738	2677
739	2619
740	2415
741	2508
742	2490
743	2421
744	2386
745	2328
746	2340
747	2267
748	2259
749	2299
750	2172
751	2122
752	2010
753	1973
754	2029
755	1960
756	1852
757	1808
758	1807
759	1742
760	1706
761	1688
762	1751
763	1709
764	1699
765	1609
766	1608
767	1658
768	1601
769	1621
770	1535
771	1483
772	1490
773	1436
774	1473
775	1456
776	1445
777	1415
778	1403
779	1381
780	1341
781	1336
782	1369
783	1236
784	1219
785	1187
786	1240
787	1240
788	1192
789	1190
790	1194
791	1132
792	1192
793	1149
794	1102
795	1133
796	1040
797	1077
798	1238
799	1026
800	997
801	1049
802	1054
803	1048
804	945
805	945
806	986
807	985
808	916
809	796
810	757
811	726
812	746
813	745
814	726
815	781
816	710
817	722
818	679
819	684
820	656
821	677
822	664
823	676
824	637
825	654
826	617
827	611
828	634
829	614
830	621
831	598
832	621
833	574
834	627
835	621
836	588
837	624
838	593
839	600
840	571
841	583
842	573
843	519
844	607
845	587
846	492
847	512
848	552
849	564
850	496
851	514
852	532
853	536
854	502
855	521
856	484
857	504
858	514
859	424
860	492
861	489
862	465
863	457
864	475
865	450
866	442
867	478
868	448
869	395
870	439
871	458
872	450
873	418
874	471
875	466
876	442
877	469
878	440
879	437
880	413
881	433
882	398
883	397
884	397
885	395
886	362
887	400
888	419
889	357
890	391
891	394
892	380
893	398
894	391
895	357
896	356
897	329
898	373
899	383
900	355
901	379
902	347
903	383
904	338
905	342
906	362
907	354
908	353
909	308
910	360
911	352
912	330
913	320
914	341
915	350
916	281
917	329
918	348
919	304
920	305
921	297
922	314
923	300
924	327
925	322
926	329
927	313
928	314
929	274
930	327
931	304
932	306
933	304
934	303
935	305
936	285
937	283
938	331
939	308
940	269
941	278
942	307
943	275
944	284
945	296
946	261
947	259
948	264
949	221
950	280
951	242
952	239
953	280
954	276
955	260
956	269
957	262
958	260
959	284
960	236
961	258
962	264
963	235
964	255
965	254
966	238
967	252
968	218
969	213
970	237
971	247
972	201
973	221
974	246
975	212
976	239
977	231
978	237
979	233
980	223
981	229
982	237
983	229

