## HISTOGRAM	java.lang.Integer
coverage	high_quality_coverage_count
0	198360536
1	52641556
2	75849536
3	100219243
4	122286925
5	140666844
6	155164181
7	165461429
8	171277017
9	172637438
10	169671118
11	162752117
12	152541079
13	139699727
14	125080116
15	109364213
16	93470547
17	78103360
18	63764349
19	50961288
20	39847195
21	30495585
22	22848442
23	16815458
24	12151036
25	8639496
26	6035269
27	4174036
28	2867536
29	1959752
30	1342063
31	928394
32	652112
33	471243
34	349566
35	270958
36	217157
37	180536
38	154743
39	135971
40	122005
41	111129
42	101800
43	93404
44	87070
45	81568
46	76331
47	71608
48	67772
49	64441
50	60499
51	57227
52	53866
53	51526
54	48975
55	46287
56	43675
57	41115
58	39125
59	37120
60	35113
61	33638
62	31757
63	30181
64	28567
65	27092
66	26003
67	24561
68	23127
69	22276
70	20609
71	19699
72	18734
73	17438
74	16592
75	15375
76	14792
77	14348
78	13456
79	13044
80	12432
81	11881
82	11066
83	10599
84	10096
85	9785
86	9036
87	8710
88	8336
89	8015
90	7706
91	7426
92	7052
93	6691
94	6338
95	6217
96	5974
97	5863
98	5614
99	5246
100	5062
101	4874
102	4642
103	4494
104	4319
105	4191
106	3899
107	3863
108	3664
109	3510
110	3592
111	3307
112	3245
113	3212
114	3014
115	2917
116	2785
117	2608
118	2511
119	2473
120	2439
121	2326
122	2384
123	2215
124	2167
125	2122
126	2242
127	2119
128	1873
129	1969
130	1740
131	1812
132	1654
133	1648
134	1621
135	1610
136	1524
137	1480
138	1421
139	1403
140	1359
141	1393
142	1262
143	1242
144	1334
145	1287
146	1330
147	1284
148	1268
149	1238
150	1226
151	1186
152	1191
153	1210
154	1075
155	1116
156	1041
157	1026
158	999
159	989
160	948
161	927
162	938
163	902
164	856
165	885
166	783
167	817
168	755
169	785
170	740
171	745
172	728
173	713
174	664
175	700
176	626
177	612
178	621
179	622
180	633
181	645
182	599
183	589
184	586
185	596
186	562
187	508
188	520
189	511
190	545
191	512
192	503
193	496
194	522
195	495
196	481
197	494
198	458
199	485
200	472
201	437
202	499
203	443
204	464
205	448
206	444
207	483
208	464
209	453
210	445
211	472
212	444
213	484
214	479
215	448
216	405
217	453
218	411
219	416
220	382
221	391
222	417
223	379
224	411
225	371
226	395
227	344
228	370
229	346
230	370
231	372
232	325
233	314
234	353
235	323
236	310
237	293
238	318
239	319
240	312
241	296
242	298
243	286
244	294
245	272
246	302
247	252
248	273
249	246
250	128193

