## HISTOGRAM	java.lang.Integer
coverage	high_quality_coverage_count
0	109102339
1	14996715
2	25369041
3	49471508
4	90684363
5	147465144
6	210679590
7	266170510
8	300311414
9	305901645
10	284101596
11	242533599
12	191889470
13	141676782
14	98255403
15	64504566
16	40427369
17	24447976
18	14470831
19	8538766
20	5134801
21	3218931
22	2150197
23	1531258
24	1159308
25	919765
26	750796
27	630326
28	534096
29	457671
30	396625
31	347662
32	307140
33	273084
34	242973
35	216397
36	197438
37	178729
38	161453
39	149925
40	134912
41	124121
42	113978
43	104813
44	97649
45	91797
46	86824
47	81838
48	79571
49	75736
50	71429
51	67042
52	64542
53	60571
54	58029
55	56050
56	53794
57	51631
58	49165
59	46096
60	43616
61	41776
62	39217
63	38419
64	36193
65	33782
66	31652
67	30196
68	28063
69	26691
70	25618
71	23755
72	22213
73	21454
74	20767
75	20134
76	19275
77	17906
78	16608
79	15888
80	14878
81	14739
82	14013
83	12983
84	12616
85	12082
86	11859
87	12041
88	11520
89	10976
90	10460
91	9968
92	9335
93	9195
94	8872
95	8658
96	8075
97	7916
98	7472
99	7233
100	7007
101	6717
102	6371
103	6230
104	5822
105	5829
106	5494
107	5277
108	5005
109	4904
110	4872
111	4725
112	4458
113	4340
114	4031
115	4182
116	4135
117	3787
118	3693
119	3893
120	3590
121	3486
122	3307
123	3288
124	3200
125	3149
126	2930
127	2766
128	2820
129	2725
130	2585
131	2632
132	2456
133	2521
134	2491
135	2594
136	2333
137	2303
138	2206
139	2280
140	2356
141	2306
142	2415
143	2215
144	2077
145	2108
146	2024
147	2035
148	2001
149	1927
150	1909
151	1825
152	1771
153	1736
154	1695
155	1597
156	1597
157	1655
158	1575
159	1523
160	1497
161	1537
162	1489
163	1478
164	1526
165	1483
166	1468
167	1334
168	1282
169	1378
170	1309
171	1310
172	1248
173	1183
174	1222
175	1191
176	1122
177	1100
178	1086
179	1090
180	1123
181	1169
182	1123
183	1133
184	1095
185	1032
186	1048
187	962
188	978
189	1084
190	1067
191	991
192	1134
193	987
194	1002
195	1036
196	927
197	952
198	935
199	912
200	863
201	975
202	981
203	855
204	931
205	818
206	789
207	727
208	781
209	825
210	707
211	789
212	766
213	681
214	752
215	767
216	744
217	725
218	687
219	699
220	656
221	652
222	671
223	685
224	643
225	616
226	558
227	617
228	585
229	638
230	607
231	638
232	619
233	632
234	654
235	595
236	560
237	591
238	576
239	554
240	557
241	624
242	514
243	583
244	652
245	596
246	545
247	584
248	569
249	551
250	212808

