## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
2	352
3	302
4	352
5	371
6	378
7	353
8	360
9	382
10	368
11	376
12	407
13	464
14	471
15	488
16	526
17	524
18	589
19	2385
20	2753
21	3039
22	1368
23	1079
24	1010
25	1105
26	871
27	974
28	897
29	893
30	905
31	983
32	966
33	861
34	920
35	933
36	834
37	970
38	793
39	846
40	892
41	961
42	1107
43	1240
44	1226
45	1294
46	1420
47	1342
48	1368
49	1336
50	1309
51	1558
52	1396
53	1468
54	1481
55	1450
56	1468
57	1472
58	1572
59	1623
60	1602
61	1696
62	1726
63	1709
64	1743
65	1859
66	1936
67	1817
68	1977
69	1915
70	2034
71	2083
72	1993
73	2354
74	2473
75	2449
76	2551
77	2604
78	2706
79	2669
80	2881
81	2841
82	2857
83	2969
84	3045
85	3065
86	3120
87	3073
88	3272
89	3286
90	3423
91	3411
92	3554
93	3487
94	3546
95	3656
96	3675
97	3674
98	3720
99	3798
100	3986
101	3949
102	3988
103	4040
104	4073
105	4161
106	4274
107	4440
108	4699
109	4891
110	4801
111	4888
112	5030
113	5258
114	5076
115	5128
116	5187
117	5294
118	5466
119	5413
120	5515
121	5759
122	5647
123	5782
124	5914
125	5937
126	6038
127	6245
128	6358
129	6392
130	6450
131	6610
132	6760
133	6947
134	6866
135	6956
136	7128
137	7280
138	7249
139	7428
140	7548
141	7607
142	7639
143	7817
144	8004
145	8168
146	8415
147	8668
148	9180
149	9033
150	9065
151	9523
152	9377
153	9488
154	9643
155	9594
156	9744
157	10096
158	9896
159	9989
160	10236
161	10543
162	10871
163	10839
164	10951
165	11247
166	11271
167	11517
168	11616
169	12001
170	12017
171	12709
172	12533
173	12751
174	13147
175	13472
176	13537
177	13621
178	14107
179	14350
180	14560
181	14987
182	14960
183	15014
184	15605
185	16048
186	16383
187	16218
188	16765
189	17040
190	17583
191	18430
192	18455
193	18922
194	19118
195	19561
196	19650
197	20363
198	20655
199	21071
200	21336
201	21787
202	22255
203	22635
204	23449
205	23586
206	23910
207	24775
208	25195
209	25620
210	26119
211	26983
212	27201
213	27815
214	28340
215	29160
216	29653
217	30437
218	31014
219	31907
220	32235
221	32835
222	33848
223	34817
224	35541
225	36051
226	36639
227	37278
228	38155
229	39402
230	40114
231	41154
232	41748
233	42777
234	43443
235	44722
236	45185
237	45757
238	47247
239	48289
240	49377
241	50452
242	52070
243	53099
244	54056
245	55563
246	55942
247	57277
248	58931
249	60181
250	61790
251	63106
252	64683
253	65712
254	67168
255	68279
256	70224
257	71079
258	73019
259	74626
260	76184
261	78138
262	79810
263	81222
264	83315
265	84910
266	86589
267	88426
268	89658
269	92432
270	94927
271	96364
272	98179
273	100136
274	101980
275	104386
276	106359
277	107598
278	110859
279	112672
280	114333
281	118015
282	120695
283	121886
284	125504
285	127524
286	130198
287	132708
288	135535
289	137825
290	140285
291	143393
292	146425
293	149346
294	151636
295	154388
296	156405
297	159435
298	162304
299	165990
300	168428
301	172194
302	175494
303	177237
304	180283
305	183126
306	186346
307	190302
308	193002
309	195911
310	199475
311	203421
312	205926
313	210095
314	212907
315	216650
316	219250
317	222060
318	225863
319	228115
320	231012
321	235327
322	239276
323	241486
324	245226
325	248779
326	250985
327	255142
328	257313
329	259859
330	263408
331	266707
332	270102
333	273739
334	277298
335	280352
336	282734
337	287140
338	289532
339	291451
340	293304
341	297564
342	300269
343	303801
344	305955
345	308381
346	311771
347	314678
348	317316
349	320035
350	321405
351	322170
352	326452
353	328938
354	330799
355	333452
356	335742
357	336791
358	339509
359	340352
360	342081
361	344094
362	346359
363	348401
364	348438
365	352027
366	353833
367	354889
368	356821
369	357278
370	357549
371	359507
372	358502
373	361490
374	361011
375	361920
376	364284
377	364674
378	365872
379	366292
380	366699
381	366749
382	367073
383	366692
384	367894
385	367957
386	368679
387	369345
388	368241
389	369644
390	367359
391	369090
392	367256
393	366729
394	368076
395	367281
396	366059
397	365964
398	365904
399	365819
400	364743
401	363217
402	363145
403	361284
404	360289
405	360891
406	359426
407	358519
408	357294
409	356895
410	355822
411	354887
412	353773
413	351350
414	349922
415	349085
416	346910
417	347440
418	345880
419	345127
420	342651
421	342515
422	338267
423	339129
424	335517
425	335747
426	333071
427	332285
428	331474
429	328836
430	327773
431	325497
432	323165
433	320508
434	319799
435	317513
436	315162
437	314644
438	313680
439	310246
440	308610
441	308215
442	304191
443	303212
444	302121
445	298444
446	297464
447	295028
448	293113
449	292388
450	289750
451	287958
452	285758
453	283256
454	282220
455	279826
456	277093
457	276006
458	273730
459	271774
460	269911
461	268447
462	266711
463	264488
464	261849
465	259894
466	258537
467	255912
468	253245
469	252294
470	248777
471	247578
472	245550
473	244722
474	242891
475	239075
476	237440
477	234338
478	234055
479	231610
480	229533
481	227353
482	225779
483	223408
484	222074
485	219299
486	217748
487	215561
488	214033
489	212538
490	209547
491	207193
492	206093
493	203255
494	201463
495	199530
496	197500
497	197020
498	194069
499	192317
500	191221
501	189018
502	186951
503	184885
504	182971
505	181731
506	179137
507	176980
508	175104
509	173612
510	171965
511	170343
512	168662
513	166598
514	165197
515	163195
516	160803
517	159812
518	158101
519	156359
520	154149
521	152251
522	150822
523	149015
524	147367
525	145141
526	143936
527	142271
528	139821
529	138492
530	136613
531	135984
532	134374
533	132665
534	131043
535	129571
536	128415
537	126922
538	124637
539	123007
540	121259
541	119959
542	118529
543	116556
544	115755
545	113405
546	113052
547	111702
548	109640
549	107969
550	106474
551	105591
552	104358
553	102386
554	101526
555	100046
556	98546
557	97555
558	95764
559	94868
560	93683
561	91922
562	90778
563	89761
564	89154
565	87002
566	86205
567	84814
568	83693
569	82326
570	80938
571	80141
572	78207
573	77709
574	76753
575	75438
576	74215
577	73842
578	72630
579	71133
580	70274
581	69010
582	68145
583	66944
584	66193
585	64870
586	63609
