## HISTOGRAM	java.lang.Integer
coverage	high_quality_coverage_count
0	104074180
1	13369527
2	22923925
3	40098802
4	64070965
5	93249724
6	124915384
7	156211647
8	183936729
9	205022446
10	217411718
11	219791894
12	212509579
13	196591371
14	174266220
15	148202613
16	121258515
17	95606008
18	72760037
19	53697582
20	38466303
21	26877631
22	18417686
23	12451481
24	8401268
25	5689156
26	3912920
27	2766717
28	2030226
29	1551457
30	1231484
31	1007355
32	842769
33	724417
34	630475
35	557455
36	495248
37	437557
38	390623
39	351500
40	319008
41	287552
42	260189
43	235406
44	215497
45	196114
46	179260
47	165189
48	152588
49	140242
50	130080
51	120030
52	110245
53	103246
54	98283
55	93205
56	87034
57	81841
58	77413
59	73973
60	69265
61	65757
62	64618
63	62348
64	59878
65	56998
66	55131
67	52225
68	50291
69	47656
70	46351
71	45155
72	43260
73	42231
74	40836
75	39891
76	39207
77	37882
78	36684
79	36152
80	35023
81	34214
82	33609
83	32482
84	31122
85	30055
86	29423
87	28532
88	28293
89	26958
90	25843
91	25473
92	24902
93	23729
94	22666
95	22547
96	21812
97	21822
98	21208
99	20434
100	20327
101	19410
102	18641
103	17766
104	16885
105	16514
106	16019
107	15367
108	14930
109	14330
110	14070
111	13547
112	12700
113	12438
114	11976
115	11666
116	11268
117	10521
118	10049
119	9747
120	9665
121	9281
122	8883
123	8453
124	8457
125	8018
126	7690
127	7510
128	7488
129	7374
130	7114
131	6697
132	6775
133	6450
134	6519
135	6299
136	5999
137	5868
138	5580
139	5622
140	5535
141	5286
142	5157
143	5032
144	4862
145	4719
146	4794
147	4633
148	4506
149	4517
150	4439
151	4184
152	4086
153	3966
154	3799
155	3696
156	3557
157	3466
158	3388
159	3457
160	3288
161	3153
162	3049
163	3060
164	3237
165	2947
166	2948
167	2881
168	2874
169	2773
170	2776
171	2850
172	2869
173	2750
174	2708
175	2689
176	2604
177	2582
178	2554
179	2453
180	2405
181	2327
182	2303
183	2333
184	2269
185	2232
186	2143
187	1975
188	2014
189	1981
190	1918
191	2008
192	1960
193	1889
194	1972
195	1983
196	1924
197	1772
198	1774
199	1749
200	1760
201	1723
202	1673
203	1704
204	1692
205	1812
206	1646
207	1629
208	1593
209	1659
210	1668
211	1509
212	1521
213	1459
214	1431
215	1377
216	1237
217	1128
218	1238
219	1271
220	1219
221	1196
222	1140
223	1254
224	1235
225	1144
226	1078
227	1031
228	1126
229	1095
230	1078
231	1185
232	1193
233	1073
234	1058
235	1041
236	1124
237	1010
238	1017
239	1025
240	1027
241	980
242	936
243	919
244	976
245	900
246	965
247	873
248	915
249	885
250	241152

