## HISTOGRAM	java.lang.Integer
coverage	high_quality_coverage_count
0	298306709
1	287058902
2	419402243
3	460113488
4	410424242
5	311803683
6	207955531
7	124456654
8	67920674
9	34218296
10	16164475
11	7299350
12	3238521
13	1468997
14	721299
15	403867
16	263024
17	188194
18	147900
19	121082
20	102249
21	85902
22	72433
23	63304
24	54260
25	47411
26	40582
27	35741
28	31430
29	28133
30	25072
31	22813
32	20674
33	18693
34	17355
35	15822
36	14712
37	13398
38	12575
39	11978
40	11358
41	10508
42	10093
43	9424
44	9061
45	9031
46	8739
47	8580
48	8120
49	8107
50	7720
51	7552
52	7188
53	7018
54	6736
55	6542
56	6214
57	5949
58	5652
59	5338
60	4972
61	5024
62	4843
63	4626
64	4382
65	4053
66	3927
67	3705
68	3654
69	3464
70	3309
71	3360
72	3161
73	3094
74	2878
75	2742
76	2521
77	2332
78	2240
79	2034
80	1987
81	1912
82	1820
83	1756
84	1618
85	1608
86	1535
87	1465
88	1470
89	1406
90	1408
91	1316
92	1334
93	1301
94	1222
95	1280
96	1210
97	1238
98	1197
99	1266
100	1217
101	1153
102	1103
103	1086
104	1098
105	1074
106	1080
107	1110
108	1038
109	1182
110	1163
111	1228
112	1287
113	1232
114	1226
115	1226
116	1255
117	1181
118	1270
119	1269
120	1325
121	1312
122	1363
123	1332
124	1335
125	1397
126	1332
127	1251
128	1290
129	1305
130	1212
131	1269
132	1243
133	1166
134	1097
135	1182
136	1166
137	1117
138	1047
139	1044
140	1093
141	980
142	950
143	1000
144	915
145	890
146	895
147	866
148	919
149	889
150	910
151	828
152	715
153	777
154	773
155	675
156	667
157	661
158	639
159	688
160	652
161	623
162	662
163	588
164	591
165	557
166	502
167	557
168	514
169	445
170	466
171	459
172	397
173	396
174	368
175	382
176	357
177	336
178	325
179	352
180	301
181	308
182	333
183	259
184	308
185	260
186	278
187	242
188	232
189	217
190	196
191	208
192	170
193	162
194	173
195	156
196	146
197	130
198	141
199	153
200	125
201	126
202	125
203	99
204	114
205	113
206	102
207	120
208	110
209	118
210	102
211	105
212	94
213	118
214	101
215	108
216	105
217	106
218	96
219	96
220	94
221	99
222	99
223	92
224	96
225	108
226	79
227	103
228	84
229	90
230	88
231	90
232	72
233	69
234	99
235	81
236	83
237	91
238	102
239	111
240	85
241	95
242	98
243	85
244	75
245	79
246	75
247	71
248	75
249	53
250	29533

