## HISTOGRAM	java.lang.Integer
coverage	high_quality_coverage_count
0	198762859
1	52099161
2	96138504
3	156676348
4	218022859
5	265553787
6	289716042
7	287835983
8	263943188
9	225547221
10	180792488
11	136847077
12	98364572
13	67321987
14	44103357
15	27799310
16	16921691
17	10007865
18	5817035
19	3344136
20	1924229
21	1138774
22	702962
23	463815
24	326974
25	248277
26	198818
27	167357
28	144157
29	125415
30	110489
31	98717
32	90057
33	81983
34	74871
35	69387
36	64146
37	59066
38	55300
39	51158
40	47365
41	44608
42	41773
43	39855
44	37314
45	34935
46	32621
47	30633
48	28712
49	26976
50	25451
51	23717
52	22248
53	20613
54	19585
55	18390
56	17543
57	16225
58	15507
59	14530
60	13711
61	13231
62	12369
63	11810
64	10927
65	10187
66	9619
67	9075
68	8456
69	7867
70	7324
71	6906
72	6498
73	6199
74	5844
75	5459
76	5186
77	4741
78	4720
79	4246
80	4092
81	3850
82	3502
83	3387
84	3273
85	3062
86	3002
87	2937
88	2819
89	2600
90	2505
91	2407
92	2358
93	2216
94	2095
95	2015
96	1934
97	1886
98	1792
99	1770
100	1834
101	1717
102	1696
103	1735
104	1516
105	1495
106	1569
107	1497
108	1467
109	1469
110	1354
111	1411
112	1402
113	1338
114	1261
115	1234
116	1191
117	1202
118	1151
119	1178
120	1139
121	1115
122	1118
123	1090
124	1094
125	1052
126	997
127	980
128	974
129	979
130	944
131	931
132	810
133	831
134	843
135	798
136	800
137	752
138	797
139	802
140	740
141	711
142	735
143	780
144	716
145	692
146	674
147	699
148	654
149	698
150	616
151	628
152	598
153	600
154	587
155	610
156	604
157	578
158	553
159	607
160	549
161	534
162	536
163	563
164	536
165	583
166	591
167	559
168	552
169	548
170	515
171	545
172	583
173	579
174	596
175	547
176	577
177	540
178	527
179	550
180	482
181	526
182	502
183	446
184	477
185	426
186	447
187	498
188	464
189	431
190	475
191	439
192	427
193	419
194	400
195	443
196	385
197	358
198	376
199	353
200	322
201	343
202	359
203	363
204	385
205	352
206	337
207	376
208	381
209	379
210	356
211	352
212	396
213	402
214	396
215	400
216	405
217	385
218	409
219	408
220	397
221	398
222	462
223	416
224	417
225	449
226	445
227	456
228	427
229	439
230	387
231	404
232	402
233	410
234	394
235	398
236	413
237	382
238	417
239	368
240	430
241	405
242	385
243	412
244	395
245	358
246	405
247	343
248	373
249	355
250	95425

