## HISTOGRAM	java.lang.Integer
coverage	high_quality_coverage_count
0	206286322
1	74014333
2	122023069
3	174805953
4	220845030
5	253391945
6	268159185
7	264435582
8	244427125
9	212611576
10	174800966
11	136126145
12	100738415
13	71047295
14	47964050
15	31092825
16	19453288
17	11763803
18	6914470
19	4009454
20	2314080
21	1344984
22	804387
23	506910
24	344360
25	252315
26	199700
27	166077
28	141519
29	123262
30	109872
31	99070
32	89254
33	82014
34	74194
35	67382
36	61683
37	56194
38	51980
39	47501
40	43196
41	39928
42	36676
43	33759
44	31153
45	28904
46	26799
47	24982
48	23207
49	21569
50	20067
51	18962
52	17697
53	16832
54	15676
55	14675
56	13986
57	13548
58	13125
59	12435
60	11903
61	11672
62	11169
63	10743
64	10387
65	9909
66	9526
67	9418
68	8984
69	8715
70	8421
71	8102
72	7653
73	7474
74	7074
75	7006
76	6475
77	6256
78	5939
79	5562
80	5115
81	5055
82	4824
83	4459
84	4359
85	4233
86	3923
87	3801
88	3404
89	3417
90	3277
91	3167
92	3068
93	2951
94	2780
95	2731
96	2651
97	2606
98	2439
99	2491
100	2347
101	2267
102	2198
103	2116
104	2091
105	1830
106	1762
107	1881
108	1713
109	1754
110	1705
111	1679
112	1553
113	1543
114	1480
115	1390
116	1490
117	1465
118	1423
119	1388
120	1505
121	1429
122	1345
123	1368
124	1245
125	1301
126	1273
127	1251
128	1207
129	1282
130	1239
131	1217
132	1214
133	1227
134	1148
135	1162
136	1155
137	1081
138	1140
139	1099
140	1065
141	1019
142	1060
143	1022
144	903
145	941
146	937
147	925
148	908
149	907
150	878
151	934
152	768
153	897
154	821
155	866
156	830
157	878
158	817
159	766
160	764
161	809
162	835
163	832
164	819
165	779
166	765
167	764
168	746
169	829
170	754
171	809
172	725
173	741
174	764
175	695
176	681
177	670
178	681
179	666
180	659
181	608
182	605
183	602
184	622
185	580
186	614
187	592
188	620
189	592
190	584
191	551
192	563
193	579
194	585
195	625
196	571
197	556
198	530
199	574
200	590
201	523
202	575
203	539
204	536
205	548
206	555
207	534
208	576
209	525
210	494
211	559
212	506
213	490
214	549
215	500
216	540
217	550
218	580
219	517
220	536
221	514
222	508
223	538
224	542
225	525
226	531
227	549
228	546
229	546
230	605
231	552
232	550
233	562
234	548
235	505
236	527
237	477
238	527
239	540
240	543
241	575
242	532
243	528
244	549
245	534
246	538
247	597
248	615
249	602
250	93444

