## HISTOGRAM	java.lang.Integer
coverage	high_quality_coverage_count
0	99623131
1	10469737
2	18579628
3	32955223
4	52467387
5	75320035
6	99345541
7	122588750
8	143601518
9	160900674
10	173788843
11	181642825
12	184257732
13	181499264
14	173825731
15	161779072
16	146276219
17	128474083
18	109804767
19	91144692
20	73632303
21	57948195
22	44499420
23	33369866
24	24546940
25	17703815
26	12600630
27	8916068
28	6278310
29	4454723
30	3195655
31	2344127
32	1770614
33	1386813
34	1117387
35	924429
36	787650
37	681768
38	598313
39	530392
40	474686
41	427561
42	387560
43	351496
44	321867
45	292526
46	267320
47	243924
48	224643
49	206774
50	190351
51	173163
52	160871
53	148491
54	137559
55	126860
56	117870
57	110200
58	100965
59	94120
60	88314
61	83046
62	76829
63	72811
64	70186
65	65804
66	62311
67	58777
68	57111
69	54136
70	51598
71	49040
72	46517
73	44737
74	42419
75	41396
76	40661
77	39626
78	37598
79	36341
80	34518
81	33528
82	32387
83	31402
84	30199
85	29536
86	28558
87	27981
88	26455
89	25619
90	24755
91	24072
92	23857
93	23030
94	21992
95	21012
96	20154
97	19270
98	18740
99	18031
100	17103
101	16608
102	16473
103	16139
104	15321
105	14854
106	14656
107	14486
108	13952
109	13482
110	13017
111	12638
112	12647
113	12167
114	11694
115	11382
116	11156
117	10884
118	10645
119	10099
120	9878
121	9483
122	9308
123	9046
124	8728
125	8793
126	8172
127	7960
128	7756
129	7737
130	7241
131	7115
132	6902
133	6821
134	6762
135	6465
136	6323
137	5861
138	5864
139	5739
140	5735
141	5489
142	5601
143	5526
144	5397
145	5194
146	4873
147	4808
148	4685
149	4682
150	4489
151	4504
152	4475
153	4384
154	4365
155	4278
156	4165
157	4037
158	3963
159	3839
160	3825
161	3762
162	3663
163	3600
164	3435
165	3209
166	3178
167	3228
168	3212
169	3261
170	3100
171	3028
172	2949
173	2810
174	2662
175	2651
176	2402
177	2499
178	2453
179	2324
180	2286
181	2323
182	2373
183	2346
184	2381
185	2258
186	2232
187	2159
188	1983
189	1976
190	2057
191	1953
192	1873
193	1878
194	1877
195	1876
196	1820
197	1811
198	1603
199	1687
200	1612
201	1653
202	1577
203	1546
204	1558
205	1502
206	1605
207	1530
208	1649
209	1573
210	1570
211	1512
212	1517
213	1480
214	1497
215	1343
216	1337
217	1488
218	1496
219	1574
220	1699
221	1596
222	1527
223	1431
224	1389
225	1372
226	1332
227	1391
228	1360
229	1429
230	1426
231	1338
232	1330
233	1381
234	1358
235	1265
236	1246
237	1305
238	1246
239	1192
240	1146
241	1142
242	1147
243	1286
244	1136
245	1145
246	1181
247	1228
248	1161
249	1075
250	270341

