## HISTOGRAM	java.lang.Integer
coverage	high_quality_coverage_count
0	197358482
1	47996037
2	81681727
3	125748060
4	170682903
5	208875309
6	235195058
7	246949675
8	243795564
9	227727442
10	201982614
11	170794167
12	138039422
13	106876095
14	79432573
15	56830385
16	39248856
17	26195082
18	16995766
19	10741299
20	6644345
21	4060714
22	2466523
23	1510028
24	947544
25	621149
26	428657
27	314948
28	244323
29	198047
30	168124
31	146130
32	129689
33	115286
34	103594
35	94649
36	85712
37	77898
38	70441
39	64521
40	59398
41	54185
42	49612
43	45940
44	42246
45	39111
46	35659
47	33230
48	31165
49	29242
50	27266
51	25548
52	24500
53	23240
54	21743
55	20812
56	19460
57	18539
58	17472
59	16562
60	15711
61	14505
62	13515
63	12763
64	12212
65	11814
66	11311
67	11111
68	10774
69	9973
70	9763
71	9118
72	8821
73	8412
74	7797
75	7559
76	7032
77	6851
78	6355
79	5889
80	5801
81	5575
82	5271
83	5030
84	4821
85	4529
86	4431
87	4237
88	4065
89	3866
90	3800
91	3627
92	3496
93	3396
94	3171
95	3096
96	2985
97	2801
98	2827
99	2626
100	2561
101	2513
102	2411
103	2293
104	2184
105	2214
106	2156
107	2110
108	2025
109	1974
110	1949
111	1805
112	1801
113	1758
114	1717
115	1596
116	1629
117	1569
118	1525
119	1556
120	1507
121	1416
122	1452
123	1361
124	1316
125	1226
126	1226
127	1183
128	1100
129	1122
130	1069
131	1034
132	1078
133	1004
134	997
135	993
136	1034
137	1014
138	1005
139	971
140	945
141	978
142	922
143	929
144	934
145	903
146	906
147	830
148	873
149	852
150	838
151	826
152	833
153	826
154	757
155	749
156	772
157	732
158	715
159	683
160	664
161	630
162	614
163	616
164	598
165	625
166	541
167	563
168	608
169	537
170	588
171	554
172	596
173	590
174	572
175	529
176	550
177	523
178	559
179	541
180	523
181	495
182	473
183	525
184	473
185	462
186	476
187	495
188	439
189	487
190	398
191	478
192	397
193	407
194	357
195	390
196	358
197	358
198	368
199	396
200	356
201	396
202	340
203	366
204	360
205	320
206	375
207	344
208	348
209	342
210	367
211	326
212	309
213	330
214	307
215	355
216	303
217	315
218	301
219	333
220	332
221	279
222	277
223	317
224	298
225	276
226	291
227	282
228	279
229	282
230	284
231	287
232	298
233	304
234	278
235	267
236	315
237	261
238	300
239	300
240	297
241	295
242	319
243	273
244	296
245	318
246	308
247	271
248	290
249	282
250	113836

