## HISTOGRAM	java.lang.Integer
coverage	high_quality_coverage_count
0	114784624
1	37986827
2	70638766
3	112488644
4	156418626
5	195727495
6	225678715
7	242659224
8	245843469
9	235961895
10	215291726
11	187440681
12	156155941
13	124824290
14	95897873
15	71046115
16	50976852
17	35480527
18	24113683
19	16062398
20	10561956
21	6924631
22	4562670
23	3052946
24	2099717
25	1495148
26	1107000
27	854727
28	683878
29	558441
30	463992
31	395713
32	339560
33	297928
34	261447
35	231347
36	205549
37	185868
38	167643
39	153244
40	138289
41	126655
42	116490
43	106519
44	99137
45	90607
46	82283
47	76491
48	70805
49	67401
50	62345
51	57635
52	54641
53	53102
54	48991
55	45628
56	44590
57	42399
58	40558
59	39053
60	36863
61	35217
62	33223
63	31868
64	29746
65	29218
66	27716
67	26608
68	25452
69	24333
70	23060
71	22254
72	21067
73	20757
74	20222
75	19179
76	18245
77	17905
78	17046
79	16601
80	15904
81	15068
82	14247
83	13948
84	13460
85	12884
86	12428
87	11856
88	11793
89	11179
90	10917
91	10624
92	9941
93	9310
94	9347
95	9305
96	9231
97	8743
98	8509
99	8026
100	7731
101	7475
102	6839
103	6884
104	6522
105	6258
106	6302
107	6104
108	5456
109	5444
110	5114
111	5206
112	5067
113	4924
114	4724
115	4445
116	4434
117	4345
118	4173
119	3924
120	4006
121	3994
122	3952
123	3841
124	3886
125	3531
126	3560
127	3486
128	3423
129	3305
130	3373
131	3037
132	3007
133	3032
134	2906
135	2846
136	2845
137	2782
138	2898
139	2817
140	2757
141	2583
142	2674
143	2567
144	2548
145	2450
146	2379
147	2450
148	2456
149	2256
150	2271
151	2299
152	2242
153	2420
154	2270
155	2117
156	1881
157	2071
158	2074
159	2096
160	2107
161	2015
162	1923
163	1858
164	1844
165	1856
166	1791
167	1728
168	1641
169	1662
170	1610
171	1636
172	1476
173	1567
174	1482
175	1553
176	1433
177	1489
178	1392
179	1433
180	1486
181	1529
182	1420
183	1423
184	1481
185	1313
186	1331
187	1296
188	1170
189	1191
190	1143
191	1039
192	1041
193	1119
194	1134
195	1140
196	1134
197	1071
198	980
199	994
200	985
201	1052
202	1005
203	1065
204	987
205	977
206	1068
207	1081
208	1017
209	943
210	1047
211	884
212	932
213	872
214	915
215	853
216	839
217	806
218	806
219	788
220	779
221	764
222	674
223	738
224	713
225	661
226	764
227	748
228	701
229	727
230	762
231	737
232	679
233	675
234	652
235	655
236	683
237	651
238	607
239	581
240	614
241	613
242	553
243	637
244	561
245	610
246	603
247	645
248	599
249	593
250	193214

