## HISTOGRAM	java.lang.Integer
coverage	high_quality_coverage_count
0	194843793
1	45218460
2	74323517
3	112533658
4	152997838
5	189854666
6	218673811
7	236302346
8	240815326
9	232109312
10	212257090
11	184488276
12	152708697
13	120548833
14	90946035
15	65689333
16	45519084
17	30319480
18	19487824
19	12129136
20	7360874
21	4376496
22	2590839
23	1551795
24	959318
25	621274
26	427920
27	316243
28	249297
29	206780
30	176893
31	155365
32	138011
33	123917
34	112312
35	101877
36	92394
37	84864
38	77155
39	69573
40	63896
41	58765
42	53803
43	49303
44	45241
45	41719
46	39158
47	36841
48	34710
49	33082
50	30756
51	29226
52	27415
53	26233
54	24582
55	23243
56	22094
57	21082
58	19799
59	18626
60	17510
61	16049
62	15726
63	14668
64	13875
65	12947
66	12226
67	11764
68	10878
69	10373
70	10004
71	9271
72	8909
73	8353
74	7916
75	7446
76	7195
77	6668
78	6223
79	6166
80	5787
81	5503
82	5197
83	5055
84	4747
85	4487
86	4295
87	4006
88	3820
89	3742
90	3808
91	3387
92	3467
93	3293
94	3304
95	3189
96	3068
97	2880
98	2802
99	2856
100	2721
101	2708
102	2606
103	2543
104	2313
105	2220
106	2156
107	2021
108	1949
109	1910
110	1892
111	1753
112	1658
113	1711
114	1643
115	1649
116	1617
117	1587
118	1455
119	1411
120	1361
121	1430
122	1256
123	1283
124	1219
125	1262
126	1207
127	1159
128	1113
129	1111
130	1102
131	1081
132	1119
133	1082
134	979
135	1026
136	1020
137	986
138	938
139	960
140	936
141	971
142	889
143	887
144	886
145	842
146	901
147	923
148	910
149	952
150	932
151	881
152	936
153	910
154	867
155	856
156	833
157	795
158	784
159	706
160	760
161	714
162	650
163	636
164	581
165	602
166	610
167	574
168	556
169	554
170	595
171	544
172	571
173	553
174	516
175	547
176	551
177	583
178	534
179	495
180	499
181	522
182	487
183	414
184	432
185	492
186	400
187	377
188	405
189	400
190	394
191	389
192	347
193	347
194	322
195	356
196	333
197	389
198	368
199	390
200	399
201	347
202	367
203	338
204	340
205	379
206	361
207	375
208	354
209	409
210	333
211	356
212	322
213	324
214	300
215	321
216	301
217	285
218	310
219	332
220	329
221	310
222	303
223	277
224	293
225	295
226	319
227	289
228	276
229	312
230	312
231	282
232	305
233	333
234	297
235	293
236	277
237	302
238	329
239	296
240	276
241	315
242	294
243	295
244	252
245	287
246	276
247	299
248	277
249	244
250	116054

