## HISTOGRAM	java.lang.Integer
coverage	high_quality_coverage_count
0	114505165
1	38397303
2	69468012
3	108373488
4	149396887
5	187587864
6	218160376
7	237312112
8	242991157
9	235558094
10	216869568
11	190455611
12	160014080
13	128899949
14	100017780
15	74928117
16	54403925
17	38423569
18	26558348
19	18035604
20	12090350
21	8042915
22	5361178
23	3617932
24	2476410
25	1754840
26	1280445
27	967625
28	754567
29	610971
30	501757
31	418596
32	357811
33	311354
34	268079
35	234978
36	207403
37	184892
38	166405
39	150668
40	135910
41	123629
42	114828
43	103359
44	95882
45	89476
46	83539
47	77257
48	73136
49	69057
50	64858
51	62404
52	57262
53	54457
54	51220
55	47697
56	45637
57	43809
58	41324
59	39514
60	36887
61	35041
62	32223
63	31179
64	30140
65	28423
66	27151
67	25632
68	24965
69	23565
70	22360
71	21093
72	20419
73	18981
74	17855
75	17270
76	16635
77	15865
78	15417
79	15440
80	14394
81	14209
82	13737
83	12778
84	12366
85	11894
86	11382
87	10974
88	10538
89	9990
90	9659
91	9143
92	8825
93	8499
94	8326
95	8105
96	7926
97	7486
98	7136
99	7099
100	6953
101	6657
102	6391
103	6064
104	5967
105	5631
106	5574
107	5584
108	4961
109	5030
110	4762
111	4769
112	4721
113	4647
114	4441
115	4201
116	4063
117	4044
118	4074
119	4077
120	3924
121	3814
122	3841
123	3606
124	3675
125	3488
126	3330
127	3257
128	3209
129	3246
130	3070
131	3078
132	2974
133	2980
134	2903
135	2899
136	2731
137	2741
138	2519
139	2566
140	2721
141	2616
142	2566
143	2480
144	2464
145	2335
146	2265
147	2331
148	2350
149	2291
150	2274
151	2200
152	2180
153	2215
154	2033
155	2021
156	1934
157	2016
158	1914
159	1881
160	1898
161	1846
162	1739
163	1688
164	1732
165	1739
166	1764
167	1704
168	1569
169	1547
170	1611
171	1539
172	1582
173	1552
174	1484
175	1413
176	1382
177	1369
178	1385
179	1411
180	1447
181	1430
182	1427
183	1346
184	1316
185	1311
186	1247
187	1352
188	1272
189	1301
190	1185
191	1208
192	1338
193	1169
194	1216
195	1257
196	1135
197	1012
198	1106
199	1101
200	1101
201	1025
202	1047
203	1014
204	1040
205	1064
206	1032
207	1024
208	1040
209	1053
210	945
211	1033
212	1022
213	964
214	843
215	907
216	935
217	930
218	862
219	826
220	819
221	820
222	777
223	820
224	760
225	818
226	724
227	703
228	660
229	680
230	654
231	664
232	575
233	647
234	673
235	655
236	686
237	692
238	712
239	741
240	747
241	682
242	658
243	598
244	572
245	545
246	596
247	571
248	567
249	583
250	203268

