## HISTOGRAM	java.lang.Integer
coverage	high_quality_coverage_count
0	113899205
1	35505375
2	64382964
3	100991537
4	140607111
5	178063115
6	209243218
7	230961948
8	240774197
9	237777995
10	223146657
11	199341578
12	169752855
13	138087271
14	107658951
15	80461655
16	57901000
17	40199013
18	27049895
19	17763337
20	11464101
21	7326708
22	4716806
23	3102055
24	2107602
25	1493483
26	1119614
27	870240
28	704227
29	584515
30	494307
31	421107
32	365828
33	320421
34	283112
35	252502
36	226329
37	203004
38	182501
39	165881
40	150576
41	136730
42	126724
43	116827
44	107820
45	100145
46	92588
47	85271
48	79317
49	73688
50	70126
51	65887
52	61599
53	58159
54	55115
55	52078
56	49579
57	47349
58	45538
59	42904
60	40923
61	38645
62	35688
63	34437
64	32378
65	30689
66	29462
67	27025
68	25394
69	24226
70	23468
71	22014
72	20559
73	19894
74	18428
75	17804
76	17205
77	16091
78	15614
79	15254
80	14107
81	13428
82	12869
83	12609
84	12069
85	11248
86	10901
87	10603
88	10116
89	9576
90	9183
91	9017
92	8899
93	8655
94	8021
95	7821
96	7551
97	7287
98	7068
99	6923
100	6750
101	6587
102	6399
103	5988
104	5689
105	5379
106	5288
107	4938
108	4876
109	4528
110	4517
111	4350
112	4380
113	4289
114	4153
115	4102
116	3899
117	3902
118	3720
119	3623
120	3412
121	3414
122	3378
123	3373
124	3164
125	2985
126	3137
127	3140
128	3097
129	2949
130	2905
131	2858
132	2768
133	2909
134	2668
135	2697
136	2553
137	2410
138	2375
139	2338
140	2146
141	2169
142	2192
143	2128
144	2126
145	2082
146	1958
147	2042
148	1961
149	1912
150	1987
151	2030
152	1997
153	1979
154	2060
155	1889
156	2014
157	1951
158	1739
159	1764
160	1718
161	1577
162	1613
163	1577
164	1594
165	1612
166	1607
167	1589
168	1520
169	1524
170	1476
171	1482
172	1443
173	1318
174	1348
175	1453
176	1403
177	1377
178	1393
179	1414
180	1338
181	1316
182	1305
183	1212
184	1281
185	1366
186	1363
187	1305
188	1218
189	1177
190	1234
191	1154
192	1155
193	1186
194	1217
195	1112
196	1126
197	1056
198	1042
199	980
200	982
201	987
202	858
203	835
204	886
205	955
206	851
207	906
208	865
209	810
210	827
211	857
212	831
213	824
214	877
215	829
216	790
217	823
218	897
219	707
220	823
221	701
222	769
223	763
224	800
225	765
226	733
227	732
228	680
229	678
230	646
231	687
232	630
233	626
234	576
235	655
236	626
237	658
238	648
239	549
240	581
241	530
242	537
243	638
244	567
245	556
246	517
247	545
248	538
249	519
250	202447

