## HISTOGRAM	java.lang.Integer
coverage	high_quality_coverage_count
0	202623340
1	61297626
2	121092121
3	204798729
4	286715158
5	340195731
6	350020657
7	318121382
8	259329436
9	191958756
10	130243883
11	81743024
12	47812168
13	26303770
14	13777445
15	6965390
16	3471648
17	1760018
18	951203
19	567437
20	383786
21	287501
22	230168
23	191228
24	164609
25	142444
26	123362
27	109186
28	95735
29	85345
30	76496
31	68307
32	61420
33	56293
34	51207
35	47079
36	43884
37	40146
38	37265
39	33946
40	31446
41	29225
42	26858
43	25217
44	23848
45	22148
46	20913
47	19312
48	18759
49	17308
50	17080
51	15837
52	15049
53	14314
54	13385
55	13056
56	12066
57	11580
58	11151
59	10487
60	9955
61	9329
62	8832
63	8236
64	7915
65	7544
66	7072
67	6506
68	6000
69	5755
70	5229
71	4974
72	4736
73	4404
74	4193
75	4046
76	3786
77	3567
78	3275
79	3177
80	2969
81	2810
82	2665
83	2471
84	2496
85	2403
86	2268
87	2232
88	2032
89	1999
90	1973
91	1853
92	1844
93	1775
94	1721
95	1634
96	1641
97	1499
98	1420
99	1383
100	1385
101	1306
102	1206
103	1189
104	1183
105	1104
106	1079
107	1026
108	962
109	928
110	947
111	930
112	874
113	840
114	817
115	856
116	792
117	812
118	789
119	801
120	674
121	743
122	725
123	718
124	721
125	728
126	691
127	657
128	663
129	653
130	629
131	644
132	670
133	571
134	611
135	650
136	610
137	621
138	643
139	565
140	563
141	544
142	515
143	525
144	527
145	502
146	523
147	524
148	519
149	519
150	453
151	461
152	468
153	467
154	416
155	511
156	471
157	495
158	473
159	460
160	417
161	448
162	458
163	435
164	443
165	446
166	444
167	422
168	420
169	403
170	439
171	421
172	420
173	425
174	407
175	428
176	415
177	462
178	458
179	446
180	438
181	449
182	463
183	493
184	459
185	462
186	429
187	444
188	401
189	434
190	422
191	458
192	453
193	432
194	405
195	451
196	433
197	431
198	409
199	402
200	422
201	445
202	404
203	432
204	422
205	473
206	502
207	518
208	498
209	560
210	552
211	557
212	539
213	599
214	622
215	605
216	644
217	601
218	686
219	646
220	653
221	664
222	689
223	687
224	689
225	678
226	671
227	679
228	655
229	688
230	676
231	682
232	707
233	744
234	722
235	744
236	759
237	773
238	820
239	776
240	776
241	854
242	864
243	875
244	776
245	856
246	847
247	836
248	881
249	911
250	82780

