## HISTOGRAM	java.lang.Integer
coverage	high_quality_coverage_count
0	133187657
1	77417787
2	122243219
3	165219948
4	201597257
5	227953379
6	242208051
7	243397883
8	232267609
9	211419241
10	183934101
11	153407136
12	122906966
13	95029325
14	71077726
15	51526028
16	36377264
17	25127975
18	17040796
19	11387640
20	7553787
21	4994146
22	3343707
23	2280427
24	1600402
25	1156068
26	865296
27	678200
28	547390
29	452289
30	379838
31	325524
32	284881
33	248772
34	220164
35	198640
36	179473
37	161453
38	146784
39	134452
40	123329
41	113823
42	105083
43	96490
44	90806
45	84991
46	78400
47	73469
48	67910
49	61917
50	57508
51	53009
52	49220
53	45571
54	43235
55	40613
56	37412
57	35546
58	33315
59	30784
60	29454
61	27908
62	25931
63	24690
64	23418
65	22245
66	21305
67	20083
68	19097
69	17843
70	17231
71	17043
72	15946
73	15625
74	14559
75	13916
76	13003
77	12442
78	12102
79	11470
80	11018
81	10792
82	10165
83	9827
84	10050
85	9347
86	9045
87	8861
88	8113
89	7907
90	7548
91	7108
92	6704
93	6815
94	6547
95	6711
96	6245
97	6059
98	5864
99	5458
100	5059
101	5033
102	4948
103	4738
104	4750
105	4664
106	4675
107	4667
108	4616
109	4304
110	4104
111	4177
112	3945
113	3845
114	3846
115	3748
116	3754
117	3558
118	3572
119	3481
120	3483
121	3381
122	3286
123	3145
124	3158
125	3100
126	2894
127	2787
128	2656
129	2574
130	2536
131	2665
132	2634
133	2475
134	2540
135	2476
136	2410
137	2375
138	2469
139	2167
140	2239
141	2289
142	2225
143	2156
144	2133
145	2144
146	1980
147	1963
148	1981
149	1867
150	1878
151	1957
152	1779
153	1804
154	1825
155	1792
156	1877
157	1677
158	1495
159	1501
160	1580
161	1421
162	1414
163	1490
164	1366
165	1329
166	1315
167	1462
168	1347
169	1323
170	1279
171	1249
172	1155
173	1210
174	1139
175	1097
176	1084
177	1086
178	1100
179	978
180	1104
181	1032
182	1079
183	982
184	957
185	886
186	910
187	830
188	900
189	971
190	854
191	794
192	847
193	867
194	890
195	883
196	934
197	925
198	896
199	847
200	810
201	840
202	846
203	787
204	799
205	725
206	728
207	781
208	807
209	787
210	892
211	805
212	846
213	746
214	780
215	810
216	747
217	731
218	788
219	712
220	661
221	672
222	653
223	652
224	647
225	646
226	645
227	594
228	666
229	639
230	605
231	591
232	577
233	582
234	579
235	584
236	549
237	589
238	516
239	531
240	556
241	571
242	533
243	538
244	511
245	513
246	524
247	495
248	538
249	537
250	190563

