## HISTOGRAM	java.lang.Integer
coverage	high_quality_coverage_count
0	337379969
1	211001150
2	192493810
3	171320780
4	153384488
5	138779537
6	126421660
7	116016660
8	107195377
9	99413229
10	92792245
11	86975163
12	81760807
13	77017330
14	72574386
15	68349285
16	64135912
17	59911753
18	55552282
19	51039098
20	46303184
21	41447214
22	36552222
23	31703498
24	27059528
25	22680854
26	18661525
27	15102060
28	11988438
29	9337456
30	7142870
31	5378580
32	4001342
33	2932269
34	2127356
35	1528221
36	1091617
37	777258
38	556430
39	399150
40	290085
41	218170
42	167120
43	132672
44	108496
45	92242
46	80176
47	70616
48	62724
49	57130
50	52831
51	49020
52	45880
53	42710
54	39839
55	37530
56	34965
57	32653
58	30851
59	28991
60	27265
61	25787
62	24704
63	23508
64	22483
65	21392
66	20557
67	19943
68	18745
69	17946
70	16884
71	16201
72	15342
73	14981
74	14334
75	13739
76	12961
77	12452
78	12139
79	11452
80	10814
81	10560
82	10396
83	9895
84	9612
85	9265
86	8794
87	8323
88	8205
89	7763
90	7436
91	7244
92	6917
93	6863
94	6425
95	6089
96	5947
97	5828
98	5516
99	5258
100	5304
101	5112
102	4891
103	4734
104	4486
105	4224
106	4106
107	3892
108	3616
109	3462
110	3437
111	3085
112	2924
113	2753
114	2846
115	2601
116	2461
117	2510
118	2253
119	2207
120	2037
121	1946
122	1869
123	1773
124	1724
125	1630
126	1652
127	1550
128	1531
129	1460
130	1429
131	1453
132	1436
133	1370
134	1380
135	1391
136	1313
137	1284
138	1210
139	1279
140	1138
141	1160
142	1033
143	1034
144	1024
145	1026
146	927
147	960
148	907
149	871
150	900
151	916
152	867
153	863
154	858
155	846
156	861
157	788
158	810
159	801
160	810
161	780
162	833
163	726
164	786
165	799
166	787
167	779
168	797
169	765
170	795
171	801
172	772
173	767
174	755
175	668
176	731
177	730
178	761
179	693
180	705
181	681
182	629
183	617
184	647
185	602
186	601
187	647
188	586
189	589
190	588
191	611
192	597
193	576
194	633
195	579
196	568
197	599
198	552
199	555
200	538
201	521
202	562
203	526
204	522
205	495
206	483
207	539
208	526
209	506
210	500
211	476
212	483
213	482
214	492
215	489
216	458
217	430
218	413
219	458
220	434
221	459
222	462
223	393
224	397
225	408
226	418
227	408
228	351
229	364
230	357
231	327
232	354
233	327
234	346
235	334
236	333
237	356
238	348
239	308
240	317
241	315
242	315
243	307
244	270
245	268
246	288
247	295
248	274
249	277
250	134824

