## HISTOGRAM	java.lang.Integer
coverage	high_quality_coverage_count
0	107438195
1	21948681
2	40192598
3	68513868
4	103798379
5	142323396
6	179002559
7	209188278
8	228726907
9	236008308
10	230752876
11	214576921
12	190496393
13	162077736
14	132502726
15	104361051
16	79450192
17	58659538
18	42166932
19	29562689
20	20335166
21	13772399
22	9288641
23	6256633
24	4254930
25	2952790
26	2108198
27	1558644
28	1188247
29	937403
30	763491
31	638042
32	543582
33	470885
34	410807
35	359649
36	317740
37	285102
38	254798
39	230533
40	207505
41	190602
42	176344
43	160625
44	150811
45	138274
46	129720
47	121519
48	113340
49	106150
50	98856
51	93421
52	87370
53	82196
54	77746
55	73465
56	70858
57	65191
58	62351
59	59260
60	57461
61	55374
62	53112
63	50415
64	47662
65	45338
66	44254
67	42826
68	40884
69	39296
70	37661
71	36963
72	36226
73	36205
74	35260
75	34120
76	32579
77	31017
78	30689
79	29124
80	28261
81	27388
82	26063
83	25234
84	24171
85	23276
86	22751
87	22002
88	21333
89	20200
90	19095
91	18091
92	17754
93	16964
94	16434
95	16313
96	15338
97	14637
98	14070
99	13899
100	13153
101	12140
102	11612
103	11237
104	10843
105	10421
106	10241
107	9719
108	9597
109	9141
110	8644
111	8438
112	7869
113	7452
114	7311
115	7202
116	6660
117	6391
118	6017
119	5989
120	5854
121	5749
122	5471
123	5312
124	4977
125	4912
126	4814
127	4790
128	4377
129	4030
130	3899
131	3850
132	3656
133	3626
134	3544
135	3555
136	3361
137	3213
138	3093
139	3042
140	2964
141	3050
142	2953
143	2969
144	2869
145	2712
146	2618
147	2549
148	2615
149	2563
150	2506
151	2539
152	2560
153	2456
154	2415
155	2386
156	2378
157	2320
158	2311
159	2160
160	2198
161	2100
162	2103
163	2186
164	2026
165	2002
166	1982
167	1944
168	1874
169	1775
170	1770
171	1833
172	1815
173	1786
174	1657
175	1640
176	1607
177	1586
178	1569
179	1523
180	1574
181	1602
182	1529
183	1408
184	1371
185	1366
186	1359
187	1352
188	1267
189	1242
190	1298
191	1218
192	1218
193	1230
194	1213
195	1170
196	1075
197	1086
198	1149
199	1070
200	1041
201	1071
202	1121
203	1172
204	1080
205	1167
206	1066
207	1049
208	1072
209	1029
210	1030
211	1020
212	1054
213	1059
214	1024
215	916
216	895
217	944
218	936
219	887
220	851
221	875
222	866
223	833
224	815
225	828
226	859
227	768
228	704
229	755
230	724
231	788
232	759
233	794
234	748
235	827
236	742
237	675
238	647
239	696
240	680
241	679
242	650
243	613
244	637
245	661
246	621
247	700
248	694
249	679
250	199584

