## HISTOGRAM	java.lang.Integer
coverage	high_quality_coverage_count
0	136557756
1	109013398
2	213130075
3	313343630
4	372578903
5	376642702
6	334719879
7	267693159
8	195512227
9	132143299
10	83508610
11	49866081
12	28506592
13	15729210
14	8593259
15	4719737
16	2683715
17	1626567
18	1052837
19	732827
20	544795
21	422802
22	337461
23	280587
24	234681
25	201263
26	174371
27	152394
28	131655
29	117894
30	104587
31	94486
32	85582
33	76190
34	69735
35	63844
36	58058
37	54154
38	49572
39	44856
40	42015
41	39491
42	35775
43	32890
44	30826
45	28578
46	26864
47	25085
48	23327
49	21384
50	20424
51	19627
52	19001
53	17699
54	16888
55	16350
56	15598
57	15019
58	14525
59	13838
60	13417
61	12991
62	12655
63	12083
64	11769
65	11423
66	11263
67	10781
68	10609
69	10266
70	10020
71	10080
72	9786
73	9568
74	9314
75	8848
76	8559
77	8550
78	8798
79	8338
80	8083
81	8046
82	7845
83	7637
84	7584
85	7164
86	7064
87	7006
88	6862
89	6652
90	6266
91	5954
92	5613
93	5579
94	5220
95	4991
96	4882
97	4662
98	4392
99	4366
100	4128
101	3903
102	4089
103	3765
104	3622
105	3523
106	3433
107	3206
108	3147
109	3047
110	2856
111	2711
112	2668
113	2434
114	2260
115	2127
116	2246
117	2071
118	1968
119	1915
120	1850
121	1914
122	1824
123	1828
124	1814
125	1844
126	1672
127	1822
128	1566
129	1646
130	1702
131	1766
132	1612
133	1579
134	1606
135	1528
136	1471
137	1431
138	1440
139	1448
140	1407
141	1313
142	1285
143	1354
144	1187
145	1222
146	1069
147	1095
148	1208
149	1104
150	1045
151	1199
152	1259
153	1111
154	1138
155	1144
156	1108
157	1087
158	1074
159	1083
160	1090
161	1091
162	1080
163	1010
164	1013
165	977
166	1054
167	1004
168	1056
169	1097
170	1137
171	1106
172	1033
173	1004
174	1150
175	1109
176	1116
177	1206
178	1266
179	1204
180	1213
181	1201
182	1325
183	1269
184	1292
185	1432
186	1333
187	1336
188	1293
189	1313
190	1382
191	1379
192	1302
193	1135
194	1229
195	1161
196	1205
197	1166
198	1057
199	1102
200	1085
201	1001
202	1051
203	1015
204	1085
205	1142
206	1102
207	1093
208	1084
209	1113
210	1147
211	1076
212	1171
213	1102
214	1150
215	1066
216	990
217	1072
218	1147
219	1084
220	1004
221	1039
222	1041
223	996
224	999
225	988
226	952
227	938
228	904
229	950
230	874
231	928
232	868
233	800
234	852
235	759
236	792
237	794
238	785
239	785
240	713
241	722
242	743
243	725
244	749
245	724
246	680
247	701
248	639
249	639
250	110119

