## HISTOGRAM	java.lang.Integer
coverage	high_quality_coverage_count
0	115791956
1	36592927
2	80130802
3	150981818
4	234340022
5	306129233
6	344990647
7	342013207
8	303036005
9	243417322
10	179203635
11	122326303
12	78124298
13	47130599
14	27231048
15	15270967
16	8493531
17	4800227
18	2846246
19	1812824
20	1242048
21	920752
22	710898
23	573241
24	465078
25	386616
26	325890
27	278788
28	241685
29	212117
30	185581
31	164871
32	148040
33	133245
34	122654
35	112005
36	101635
37	92597
38	85494
39	79732
40	73392
41	68363
42	62781
43	59610
44	54809
45	51159
46	48156
47	46080
48	44329
49	40175
50	38374
51	37066
52	33571
53	31674
54	29522
55	27753
56	25799
57	24382
58	22416
59	20854
60	19562
61	18361
62	17045
63	16205
64	15409
65	14701
66	14061
67	13641
68	12906
69	12273
70	11714
71	10780
72	10166
73	9971
74	9326
75	9178
76	8809
77	8218
78	7782
79	7748
80	7416
81	7065
82	7002
83	6507
84	5989
85	5718
86	5518
87	5400
88	5047
89	5115
90	4871
91	4640
92	4386
93	4312
94	4293
95	4157
96	3886
97	3577
98	3534
99	3504
100	3277
101	3256
102	3111
103	2858
104	2834
105	2720
106	2615
107	2421
108	2384
109	2426
110	2371
111	2395
112	2280
113	2374
114	2294
115	2152
116	2143
117	1925
118	2037
119	2087
120	2089
121	2042
122	2042
123	2049
124	1824
125	1784
126	1835
127	1818
128	1843
129	1759
130	1708
131	1623
132	1657
133	1612
134	1335
135	1329
136	1377
137	1537
138	1462
139	1397
140	1386
141	1337
142	1316
143	1317
144	1324
145	1199
146	1100
147	1115
148	1157
149	1083
150	1146
151	1184
152	1075
153	1143
154	1128
155	993
156	973
157	1040
158	988
159	1026
160	966
161	964
162	946
163	936
164	912
165	919
166	943
167	1017
168	1041
169	916
170	931
171	929
172	840
173	872
174	847
175	809
176	904
177	848
178	773
179	663
180	756
181	770
182	727
183	687
184	744
185	682
186	762
187	671
188	774
189	681
190	720
191	668
192	785
193	793
194	721
195	685
196	685
197	633
198	713
199	663
200	687
201	696
202	703
203	603
204	579
205	613
206	596
207	588
208	562
209	558
210	610
211	598
212	547
213	573
214	583
215	645
216	581
217	631
218	553
219	614
220	593
221	602
222	572
223	559
224	559
225	605
226	645
227	735
228	773
229	669
230	707
231	769
232	794
233	733
234	818
235	762
236	744
237	733
238	795
239	723
240	799
241	710
242	712
243	769
244	768
245	725
246	790
247	773
248	794
249	792
250	173808

