## HISTOGRAM	java.lang.Integer
coverage	high_quality_coverage_count
0	206824742
1	69053750
2	98867079
3	128663779
4	154591018
5	175279118
6	189884501
7	198128004
8	199523248
9	194330087
10	183315942
11	167260599
12	147701983
13	126234403
14	104352229
15	83431101
16	64585202
17	48461414
18	35275781
19	24951770
20	17183083
21	11549601
22	7593440
23	4895982
24	3121888
25	1985881
26	1266517
27	821964
28	550155
29	384679
30	282690
31	218531
32	177962
33	148743
34	129010
35	113922
36	101970
37	93411
38	84290
39	76669
40	70655
41	65618
42	60325
43	55388
44	51156
45	47028
46	44455
47	41340
48	38562
49	35423
50	33327
51	30547
52	28212
53	25937
54	24065
55	22779
56	20808
57	19334
58	18263
59	17094
60	16229
61	14993
62	14181
63	13624
64	13084
65	12406
66	11801
67	10906
68	10529
69	10162
70	9513
71	9072
72	8535
73	8012
74	7580
75	7158
76	6833
77	6653
78	6396
79	6085
80	5876
81	5640
82	5653
83	5451
84	5196
85	4927
86	4880
87	4688
88	4457
89	4311
90	4188
91	4006
92	3903
93	3768
94	3695
95	3571
96	3563
97	3393
98	3358
99	3213
100	3118
101	3084
102	2928
103	2929
104	2804
105	2673
106	2642
107	2487
108	2304
109	2332
110	2211
111	2197
112	2133
113	2071
114	2095
115	1959
116	2003
117	1873
118	1914
119	1783
120	1689
121	1686
122	1675
123	1616
124	1537
125	1478
126	1467
127	1420
128	1412
129	1368
130	1349
131	1300
132	1260
133	1247
134	1186
135	1140
136	1162
137	1155
138	1078
139	1131
140	1094
141	1063
142	1004
143	1039
144	978
145	913
146	958
147	962
148	900
149	893
150	902
151	814
152	807
153	850
154	767
155	802
156	817
157	785
158	816
159	745
160	753
161	764
162	772
163	758
164	753
165	697
166	754
167	672
168	641
169	641
170	619
171	626
172	606
173	611
174	590
175	622
176	552
177	586
178	578
179	533
180	604
181	536
182	558
183	533
184	489
185	492
186	475
187	491
188	465
189	454
190	450
191	418
192	461
193	411
194	438
195	449
196	409
197	384
198	403
199	402
200	411
201	369
202	409
203	364
204	376
205	385
206	382
207	356
208	371
209	359
210	337
211	351
212	373
213	353
214	381
215	344
216	372
217	336
218	359
219	320
220	339
221	338
222	339
223	324
224	299
225	329
226	337
227	338
228	302
229	338
230	325
231	325
232	273
233	290
234	282
235	284
236	277
237	273
238	293
239	246
240	287
241	293
242	283
243	262
244	268
245	253
246	253
247	236
248	248
249	263
250	114197

