## HISTOGRAM	java.lang.Integer
coverage	high_quality_coverage_count
0	108625959
1	21813188
2	40523740
3	69477581
4	105801205
5	145179677
6	182381469
7	212822246
8	232713621
9	239982893
10	234287115
11	217320238
12	192157927
13	162223195
14	131207504
15	101913245
16	76087050
17	54839157
18	38306593
19	26075793
20	17363189
21	11445698
22	7475140
23	4920002
24	3306136
25	2295748
26	1650240
27	1239322
28	972688
29	785780
30	657705
31	559680
32	481164
33	414842
34	365777
35	320653
36	285662
37	254878
38	229608
39	206076
40	189151
41	172685
42	157631
43	144606
44	134341
45	124111
46	115085
47	106923
48	100234
49	93801
50	89102
51	83387
52	78198
53	73953
54	69141
55	65325
56	62263
57	59748
58	56918
59	55466
60	53393
61	50888
62	48648
63	46446
64	44349
65	43352
66	42050
67	40497
68	39276
69	37494
70	35932
71	35429
72	34264
73	33041
74	32213
75	31589
76	30163
77	29038
78	27722
79	27780
80	26651
81	25589
82	24994
83	24628
84	23586
85	22822
86	22400
87	21187
88	20330
89	19278
90	18637
91	17842
92	16942
93	16326
94	15803
95	15205
96	14803
97	14259
98	13838
99	13097
100	12355
101	12272
102	11577
103	11411
104	10947
105	10649
106	9705
107	9427
108	9103
109	8887
110	8665
111	8415
112	8036
113	7631
114	7246
115	6991
116	6824
117	6312
118	6140
119	5928
120	5834
121	5703
122	5664
123	5302
124	5180
125	4808
126	4719
127	4731
128	4557
129	4326
130	4298
131	4043
132	4008
133	3927
134	3478
135	3376
136	3241
137	3187
138	3239
139	3084
140	2947
141	2783
142	2761
143	2677
144	2633
145	2598
146	2386
147	2413
148	2536
149	2495
150	2357
151	2400
152	2334
153	2215
154	2188
155	2243
156	2091
157	2016
158	2001
159	1888
160	2005
161	2017
162	2045
163	2086
164	1945
165	1860
166	1809
167	1927
168	1742
169	1785
170	1736
171	1743
172	1533
173	1588
174	1564
175	1544
176	1494
177	1519
178	1495
179	1378
180	1406
181	1458
182	1498
183	1394
184	1402
185	1292
186	1313
187	1282
188	1215
189	1206
190	1224
191	1212
192	1206
193	1235
194	1225
195	1185
196	1124
197	1132
198	1075
199	1063
200	1070
201	1020
202	1113
203	980
204	987
205	1090
206	973
207	944
208	959
209	969
210	904
211	926
212	942
213	954
214	954
215	971
216	983
217	925
218	881
219	845
220	898
221	809
222	959
223	831
224	785
225	832
226	794
227	774
228	812
229	720
230	685
231	689
232	705
233	743
234	721
235	671
236	699
237	698
238	653
239	707
240	695
241	731
242	695
243	682
244	676
245	658
246	634
247	685
248	605
249	645
250	215835

