## HISTOGRAM	java.lang.Integer
coverage	high_quality_coverage_count
0	198830330
1	60780228
2	97114059
3	138644881
4	177857824
5	209177265
6	229058829
7	236295559
8	231172894
9	215233647
10	191534877
11	163255241
12	133699600
13	105368376
14	79992095
15	58691038
16	41672993
17	28750998
18	19248027
19	12577802
20	8041948
21	5054321
22	3149925
23	1956170
24	1222240
25	781832
26	522181
27	364637
28	269349
29	210687
30	172555
31	146541
32	127131
33	111798
34	100582
35	91769
36	84480
37	78870
38	72910
39	68046
40	63058
41	59038
42	54659
43	51461
44	47584
45	44398
46	41563
47	38972
48	36557
49	33841
50	31819
51	29794
52	27241
53	25372
54	23421
55	21834
56	20584
57	19171
58	17791
59	17128
60	15791
61	14937
62	14180
63	13174
64	12358
65	11691
66	10986
67	10469
68	9905
69	9187
70	8811
71	8273
72	7852
73	7578
74	7179
75	6831
76	6477
77	6191
78	5827
79	5424
80	5235
81	4896
82	4718
83	4434
84	4135
85	4027
86	3806
87	3720
88	3539
89	3366
90	3038
91	2915
92	2642
93	2534
94	2462
95	2362
96	2419
97	2252
98	2063
99	2038
100	2141
101	2003
102	1963
103	1929
104	1839
105	1717
106	1885
107	1837
108	1773
109	1765
110	1792
111	1751
112	1684
113	1639
114	1664
115	1566
116	1600
117	1495
118	1488
119	1437
120	1388
121	1307
122	1378
123	1317
124	1248
125	1290
126	1260
127	1252
128	1181
129	1146
130	1173
131	1122
132	1112
133	1068
134	1060
135	1007
136	968
137	943
138	985
139	956
140	976
141	900
142	924
143	813
144	856
145	793
146	798
147	785
148	762
149	755
150	709
151	740
152	731
153	680
154	699
155	659
156	699
157	699
158	650
159	697
160	690
161	695
162	681
163	676
164	643
165	611
166	681
167	658
168	674
169	610
170	640
171	600
172	616
173	638
174	607
175	590
176	634
177	602
178	607
179	593
180	573
181	577
182	596
183	573
184	594
185	530
186	563
187	539
188	553
189	514
190	516
191	532
192	480
193	500
194	477
195	476
196	455
197	454
198	433
199	430
200	398
201	436
202	430
203	410
204	422
205	414
206	445
207	439
208	438
209	433
210	431
211	417
212	420
213	376
214	378
215	389
216	360
217	375
218	369
219	336
220	381
221	376
222	355
223	384
224	388
225	388
226	360
227	391
228	358
229	357
230	384
231	350
232	368
233	321
234	352
235	336
236	334
237	338
238	344
239	332
240	321
241	319
242	316
243	329
244	323
245	339
246	320
247	291
248	348
249	336
250	118837

